Code,CompanyName,Sector
2175,エス・エム・エス,人材サービス
2170,リンクアンドモチベーション,人材サービス
2168,パソナグループ,人材サービス
2127,日本Ｍ＆Ａセンターホールディングス,人材サービス
2121,ＭＩＸＩ,デジタル
2002,日清製粉グループ本社,食品（海外比率高）
2001,ニップン,食品（農産加工）
1979,大氣社,電設・空調工事
1969,高砂熱学工業,電設・空調工事
1963,日揮ホールディングス,商社
1961,三機工業,電設・空調工事
1959,九電工,電設・空調工事
1951,エクシオグループ,電設・空調工事
1949,住友電設,電設・空調工事
1944,きんでん,電設・空調工事
1942,関電工,電設・空調工事
1941,中電工,電設・空調工事
1928,積水ハウス,住宅
1926,ライト工業,交通工事
1925,大和ハウス工業,住宅
1911,住友林業,住宅
1898,世紀東急工業,交通工事
1893,五洋建設,交通工事
1890,東洋建設,交通工事
1885,東亜建設工業,交通工事
1884,日本道路,交通工事
1878,大東建託,住宅
1861,熊谷組,中堅ゼネコン
1860,戸田建設,大手ゼネコン
1852,淺沼組,交通工事
1835,東鉄工業,交通工事
1833,奥村組,交通工事
1821,三井住友建設,中堅ゼネコン
1820,西松建設,中堅ゼネコン
1812,鹿島建設,大手ゼネコン
1808,長谷工コーポレーション,住宅
1803,清水建設,大手ゼネコン
1802,大林組,大手ゼネコン
1801,大成建設,大手ゼネコン
1766,東建コーポレーション,住宅
1721,コムシスホールディングス,電設・空調工事
1720,東急建設,中堅ゼネコン
1719,安藤・間,中堅ゼネコン
1662,石油資源開発,石油
1605,ＩＮＰＥＸ,石油
1518,三井松島ホールディングス,商社
1515,日鉄鉱業,非鉄製品
1514,住石ホールディングス,商社
1419,タマホーム,住宅
1417,ミライト・ワン,電設・空調工事
1414,ショーボンドホールディングス,交通工事
1377,サカタのタネ,食品（農産加工）
1333,マルハニチロ,食品（海外比率高）
1332,ニッスイ,食品（海外比率高）
